asin,result
1278,"[Genre] {Horror/Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Fantasy}"
1171,"[Genre] {Political Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Urban}"
3911,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Indoor}"
47,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark and Intense}, [Setting] {Indoor}"
923,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Mysterious}, [Setting] {Indoor}"
3273,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
899,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Rainy Cityscape}"
2762,"[Genre] {Horror/Thriller}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Indoor}"
2000,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2694,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Heartwarming}, [Setting] {Residential}"
2987,"[Genre] {Action/Adventure}, [Audience] {Family/Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
2951,"[Genre] {Western}, [Audience] {Adults}, [Visual Format] {Illustration}, [Mood] {Action}, [Setting] {Desert}"
2465,"[Genre] {Horror}, [Audience] {Teenagers/Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Indoor}"
2279,"[Genre] {Horror}, [Audience] {Teenagers/Young Adults}, [Visual Format] {Live Action}, [Mood] {Frightening}, [Setting] {Urban}"
3618,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Silhouette Art}, [Mood] {Mysterious}, [Setting] {Unknown}"
1258,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Indoor}"
2067,"[Genre] {Romance/Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sentimental}, [Setting] {Historical/Snowy}"
1036,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1206,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dystopian}, [Setting] {Futuristic}"
316,"[Genre] {Science Fiction}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Space}"
440,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Government/Political}"
909,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Casual}, [Setting] {Urban}"
2318,"[Genre] {Animation}, [Audience] {General}, [Visual Format] {Cartoon}, [Mood] {Serious}, [Setting] {Indoor}"
349,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Unknown}"
3593,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dystopian}, [Setting] {Futuristic}"
1287,"[Genre] {Historical Drama}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Ancient Rome}"
1732,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Quirky}, [Setting] {Indoor}"
2315,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Frightening}, [Setting] {Indoor}"
908,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Airport}"
551,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Animation}, [Mood] {Mysterious}, [Setting] {Nighttime}"
3180,"[Genre] {Action/Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Indoor}"
3113,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Apocalyptic}"
2600,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Futuristic}"
2015,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
2826,"[Genre] {Action/Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Medieval Battlefield}"
3785,"[Genre] {Horror Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Theater}"
1635,"[Genre] {Drama}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Indoor}"
1562,"[Genre] {Action/Adventure}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Fictional Cityscape}"
1460,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Cartoon}, [Mood] {Playful}, [Setting] {Abstract}"
110,"[Genre] {Historical Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Medieval Battlefield}"
589,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Post-Apocalyptic}"
1810,"[Genre] {Political Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Political Campaign}"
724,"[Genre] {Fantasy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Winter Forest}"
2947,"[Genre] {Action/Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Mountainous Landscape}"
329,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Space}"
158,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Whimsical}, [Setting] {Castle}"
1213,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark and Intense}, [Setting] {Urban}"
531,"[Genre] {Fantasy}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Heartwarming}, [Setting] {Garden}"
1234,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sly}, [Setting] {Indoor}"
3683,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Night Road}"
1722,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1094,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Black and White}, [Mood] {Mysterious}, [Setting] {Indeterminate}"
457,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
32,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Unknown}"
2759,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Suburban}"
788,"[Genre] {Comedy}, [Audience] {Family/Adults}, [Visual Format] {Cartoon/Animated}, [Mood] {Humorous}, [Setting] {Generic}"
2476,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Military Base}"
1372,"[Genre] {Science Fiction}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Action-Adventure}, [Setting] {Space}"
2605,"[Genre] {Action/Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Indoor}"
1439,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Indoor}"
377,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
