asin,result
1278,"[Genre] {Comedy Horror}, [Audience] {General Family}, [Visual Format] {Live Action}, [Mood] {Absurdist}, [Setting] {Fantasy Gothic}"
1171,"[Genre] {Satirical Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Absurdist}, [Setting] {Outdoor / Patriotic Symbolism}"
3911,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Contest}"
47,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Urban}"
923,"[Genre] {Drama},  
[Audience] {Adults},  
[Visual Format] {Live Action},  
[Mood] {Elegant},  
[Setting] {Historical}"
3273,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Urban}"
899,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Urban}"
2762,"[Genre] {Thriller}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Indoor}"
2000,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2694,"[Genre] {Comedy-Drama}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Heartwarming}, [Setting] {Urban}"
2987,"[Genre] {Animated Comedy}, [Audience] {Family}, [Visual Format] {Mixed Media}, [Mood] {Playful}, [Setting] {Urban Street}"
2951,"[Genre] {Western}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Gritty}, [Setting] {Desert Town}"
2465,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Gloomy}, [Setting] {Dark Urban}"
2279,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
3618,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
1258,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Isolated Location}"
2067,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Historical/Winter Landscape}"
1036,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1206,"[Genre] {Dystopian}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Violent}, [Setting] {Futuristic}"
316,"[Genre] {Science Fiction}, [Audience] {Teens and Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Space / Ancient Earth}"
440,"[Genre] {Comedy}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Presidential Estate}"
909,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Wistful}, [Setting] {Urban Apartment}"
2318,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Serious}, [Setting] {Contemporary}"
349,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Political}"
3593,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Space/Future}"
1287,"[Genre] {Epic}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grand}, [Setting] {Ancient Rome}"
1732,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2315,"[Genre] {Horror}, [Audience] {Teenagers and Adults}, [Visual Format] {Live Action}, [Mood] {Grim and Sinister}, [Setting] {Indoor/Studio}"
908,"[Genre] {Thriller}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Open Landscape}"
551,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Animation}, [Mood] {Whimsical}, [Setting] {Fantasy Landscape}"
3180,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Gym/Training Room}"
3113,"[Genre] {Apocalypse}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Post-Apocalyptic}"
2600,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Apocalyptic}"
2015,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Rural / Small Town}"
2826,"[Genre] {Action}, [Audience] {Teens & Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Medieval Battlefield}"
3785,"[Genre] {Comedy Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Mocking}, [Setting] {Theater}"
1635,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1562,"[Genre] {Superhero}, [Audience] {Teens}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
1460,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Animated}, [Mood] {Playful}, [Setting] {Indoor/Outdoor}"
110,"[Genre] {Historical Epic}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Medieval Battlefield}"
589,"[Genre] {Science Fiction}, [Audience] {Teens and Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Post-Apocalyptic}"
1810,"[Genre] {Political Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Political Campaign}"
724,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {School}"
2947,"[Genre] {Spy Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sleek}, [Setting] {Mountainous Landscape}"
329,"[Genre] {Science Fiction}, [Audience] {Fans of Star Trek}, [Visual Format] {Film Poster}, [Mood] {Epic}, [Setting] {Space}"
158,"[Genre] {Family Fantasy}, [Audience] {Children & Families}, [Visual Format] {Animated}, [Mood] {Whimsical}, [Setting] {Haunted Castle}"
1213,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
531,"[Genre] {Family Drama}, [Audience] {Children & Families}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Garden / Countryside}"
1234,"[Genre] {Crime Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {1930s America}"
3683,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Nighttime Outdoors}"
1722,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Modern}"
1094,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Dark/Noir}"
457,"[Genre] {Thriller}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
32,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dystopian}, [Setting] {Post-Apocalyptic}"
2759,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Outdoor}"
788,"[Genre] {Comedy}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
2476,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Military Base}"
1372,"[Genre] {Science Fiction}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Space}"
2605,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1439,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Casino/Restaurant}"
377,"[Genre] {Action}, [Audience] {Teens and Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2529,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dystopian}, [Setting] {Post-Apocalyptic}"
2616,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Mysterious}, [Setting] {Urban}"
663,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Absurdist}, [Setting] {Outdoor Field}"
3019,"[Genre] {Romantic Drama}, [Audience] {Teenagers and Young Adults}, [Visual Format] {Live Action}, [Mood] {Intense and Passionate}, [Setting] {Urban Street}"
543,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Romantic Fantasy}"
466,"[Genre] {Action-Comedy},  
[Audience] {Teens & Adults},  
[Visual Format] {Live Action},  
[Mood] {Over-the-Top},  
[Setting] {War Zone / Battlefield}"
2788,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Poster Art}, [Mood] {Absurdist}, [Setting] {Theatrical}"
581,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Theatrical/Studio}"
1721,"[Genre] {Romantic Drama}, [Audience] {General Public}, [Visual Format] {Live Action}, [Mood] {Tragic}, [Setting] {Maritime}"
1500,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {1980s Small Town}"
1261,"[Genre] {Horror}, [Audience] {Teenagers and Adults}, [Visual Format] {Live Action}, [Mood] {Gritty and Terrifying}, [Setting] {Urban Ruins}"
2710,"[Genre] {Horror}, [Audience] {Teens and Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Forest}"
480,"[Genre] {Science Fiction}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Prehistoric Park}"
2993,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Espionage}"
2750,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Nostalgic}, [Setting] {1940s Radio Studio}"
2504,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Urban}"
1262,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Prison Camp}"
1961,"[Genre] {Drama}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Emotional}, [Setting] {Outdoor}"
2549,"[Genre] {Sci-Fi}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Space}"
3730,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Office}"
509,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Melancholic}, [Setting] {Beach}"
2108,"[Genre] {Romantic Comedy}, [Audience] {Young Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {City}"
3125,"[Genre] {Romantic Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Melancholic}, [Setting] {Urban}"
2677,"[Genre] {Documentary},  
[Audience] {Adults},  
[Visual Format] {Live Action},  
[Mood] {Nostalgic},  
[Setting] {Urban}"
3081,"[Genre] {Horror}, [Audience] {Teens & Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Historical Village}"
296,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1682,"[Genre] {Drama/Sci-Fi},  
[Audience] {Adults},  
[Visual Format] {Live Action},  
[Mood] {Thought-provoking},  
[Setting] {Modern/Contemporary}"
852,"[Genre] {Romantic Comedy}, [Audience] {Young Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Outdoor}"
11,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tender}, [Setting] {Political}"
2375,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
1183,"[Genre] {Romantic Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Melancholic}, [Setting] {War-Torn Desert}"
2613,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Apocalyptic}"
1330,"[Genre] {Horror Comedy}, [Audience] {Teens & Adults}, [Visual Format] {Live Action}, [Mood] {Darkly Humorous}, [Setting] {Indoor Party}"
1982,"[Genre] {Horror}, [Audience] {Teenagers and Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Nighttime}"
1011,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
2643,"[Genre] {Superhero}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Fantasy}"
3789,"[Genre] {Drama},  
[Audience] {Adults},  
[Visual Format] {Live Action},  
[Mood] {Gritty},  
[Setting] {Urban}"
3105,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serene}, [Setting] {Coastal}"
593,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Psychological}"
1394,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Absurdist}, [Setting] {Desert}"
