asin,result
40480,[Dish Type] {Mashed Sweet Potatoes} [Cuisine] {American} [Primary Ingredient] {Sweet Potatoes} [Flavor Profile] {Sweet and Savory} [Meal Type] {Side Dish}
16235,"[Dish Type] {Chili} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy, Sweet, Savory} [Meal Type] {Lunch, Dinner}"
8683,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Sour} [Meal Type] {Lunch}
16881,"[Dish Type] {Enchilada} [Cuisine] {Mexican} [Primary Ingredient] {Tortilla} [Flavor Profile] {Spicy, Creamy, Savory} [Meal Type] {Lunch, Dinner}"
31519,"[Dish Type] {Fries} [Cuisine] {American} [Primary Ingredient] {Potato} [Flavor Profile] {Crunchy, savory} [Meal Type] {Snack}"
10938,[Dish Type] {Bar} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet and Nutty} [Meal Type] {Snack}
214992,"[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Shredded Meat} [Flavor Profile] {Spicy, Tangy} [Meal Type] {Lunch, Dinner}"
18085,"[Dish Type] {Potato Salad} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy, Salty, Sweet} [Meal Type] {Side Dish}"
9450,"[Dish Type] {Breaded Meatballs} [Cuisine] {American} [Primary Ingredient] {Meat} [Flavor Profile] {Salty, Crispy} [Meal Type] {Appetizer}"
13112,"[Dish Type] {Soup} [Cuisine] {French} [Primary Ingredient] {Asparagus} [Flavor Profile] {Creamy, Herby} [Meal Type] {Lunch}"
25665,"[Dish Type] {Baked Potato Soup} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy, Savory, Crispy} [Meal Type] {Lunch}"
18535,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet and Spicy} [Meal Type] {Dessert}
16610,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Rice} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
8025,[Dessert] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet and Rich} [Meal Type] {Snack or Dessert}
9857,[Dish Type] {Bath Bomb} [Cuisine] {N/A} [Primary Ingredient] {Baking Soda} [Flavor Profile] {Minty} [Meal Type] {Self-care}
44839,"[Dish Type] {Hamburger} [Cuisine] {American} [Primary Ingredient] {Beef Patty} [Flavor Profile] {Savory, Tangy} [Meal Type] {Lunch, Dinner}"
25354,[Dessert] {American} [Primary Ingredient] {Muffin} [Flavor Profile] {Sweet} [Meal Type] {Snack}
10040,[Dessert] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet and Rich} [Meal Type] {Snack}
74037,[Dish Type] {Roast} [Cuisine] {French} [Primary Ingredient] {Meat} [Flavor Profile] {Sweet and Savory} [Meal Type] {Lunch}
6820,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet and Spicy} [Meal Type] {Breakfast or Snack}
79470,[Dish Type] {Scone} [Cuisine] {British} [Primary Ingredient] {Biscuit Dough} [Flavor Profile] {Sweet and Tangy} [Meal Type] {Tea Time}
7542,[Dessert] {Sweet} [Cuisine] {American} [Primary Ingredient] {Vanilla Frosting} [Flavor Profile] {Sweet and Creamy} [Meal Type] {Snack}
19009,[Dish Type] {Eclair} [Cuisine] {French} [Primary Ingredient] {Pastry} [Flavor Profile] {Sweet and Creamy} [Meal Type] {Snack or Dessert}
15063,"[Dish Type] {Crab Cakes} [Cuisine] {American} [Primary Ingredient] {Crab Meat} [Flavor Profile] {Creamy, Savory, Salty} [Meal Type] {Appetizer}"
13423,[Dish Type] Chili [Cuisine] American [Primary Ingredient] Ground beef [Flavor Profile] Spicy [Meal Type] Dinner
21291,"[Dish Type] {Chicken Breast} [Cuisine] {American} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Savory, Sweet, Tangy} [Meal Type] {Lunch, Dinner}"
218929,"[Dish Type] {Risotto} [Cuisine] {Italian} [Primary Ingredient] {Rice} [Flavor Profile] {Creamy, Sweet, Savory} [Meal Type] {Lunch, Dinner}"
70343,[Dish Type] {Soup} [Cuisine] {Asian} [Primary Ingredient] {Noodles} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
33385,[Dish Type] {Rice} [Cuisine] {Mexican} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
49552,"[Dish Type] {Quinoa Salad} [Cuisine] {South American} [Primary Ingredient] {Quinoa} [Flavor Profile] {Creamy, Nutty, Sweet} [Meal Type] {Lunch}"
23567,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Beef} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
83557,[Dish Type] {Roast Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy and Savory} [Meal Type] {Lunch or Dinner}
43941,[Dessert] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet and Rich} [Meal Type] {Snack}
6905,[Dish Type] {Bread} [Cuisine] {British} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet and Savory} [Meal Type] {Tea Time}
73963,"[Dish Type] {Pasta Salad} [Cuisine] {Italian} [Primary Ingredient] {Pasta} [Flavor Profile] {Savory, Sweet, Tangy} [Meal Type] {Lunch, Dinner}"
22137,[Dessert] {American} [Primary Ingredient] {Strawberries} [Flavor Profile] {Sweet and Tart} [Meal Type] {Snack}
22911,[Dessert] {Fruit} [Cuisine] {American} [Primary Ingredient] {Strawberries} [Flavor Profile] {Sweet and Tart} [Meal Type] {Snack}
18351,"[Dish Type] {Salad} [Cuisine] {Italian} [Primary Ingredient] {Zucchini} [Flavor Profile] {Sour, Sweet, Savory} [Meal Type] {Lunch}"
23847,"[Dish Type] {Spaghetti} [Cuisine] {Italian} [Primary Ingredient] {Spaghetti} [Flavor Profile] {Savory, Sweet, Tangy} [Meal Type] {Lunch, Dinner}"
16066,"[Dish Type] {Steak} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Rich, savory, slightly sweet} [Meal Type] {Lunch or Dinner}"
21672,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Sweet and Savory} [Meal Type] {Lunch or Dinner}
11758,[Dish Type] {Lasagna} [Cuisine] {Italian} [Primary Ingredient] {Pasta} [Flavor Profile] {Savory} [Meal Type] {Lunch}
87434,"[Dish Type] {Steak} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Smoky, Sweet, Tangy} [Meal Type] {Lunch, Dinner}"
191275,[Dessert] {Cake} [Cuisine] {Bakery} [Primary Ingredient] {Frosting} [Flavor Profile] {Sweet} [Meal Type] {Snack}
9661,[Dish Type] {Bar} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet and Salty} [Meal Type] {Snack}
16607,[Dish Type] Brownies [Cuisine] American [Primary Ingredient] Chocolate [Flavor Profile] Sweet and Rich [Meal Type] Dessert
19541,[Dish Type] {Stir-Fried Vegetables} [Cuisine] {Asian} [Primary Ingredient] {Sweet Potatoes} [Flavor Profile] {Sweet and Savory} [Meal Type] {Side Dish}
26472,[Dish Type] {Noodle Soup} [Cuisine] {American} [Primary Ingredient] {Noodles} [Flavor Profile] {Savory} [Meal Type] {Lunch}
11814,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Scallops} [Flavor Profile] {Savory} [Meal Type] {Dinner}
8509,"[Dish Type] {Fried Chicken Strips} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Crunchy, Savory, Mildly Spicy} [Meal Type] {Snack, Dinner}"
11966,[Dish Type] {Sauce} [Cuisine] {Italian} [Primary Ingredient] {Tomato} [Flavor Profile] {Sour and Tangy} [Meal Type] {Dinner}
16845,"[Dish Type] {Burrito Bowl} [Cuisine] {Mexican} [Primary Ingredient] {Ground Beef} [Flavor Profile] {Spicy, Creamy, Tangy} [Meal Type] {Lunch}"
83727,"[Dish Type] {Salad} [Cuisine] {European} [Primary Ingredient] {Red Cabbage} [Flavor Profile] {Sour, Sweet, Tangy} [Meal Type] {Side Dish}"
26284,"[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy, Herby, Savory} [Meal Type] {Lunch}"
25197,[Dish Type] {Meatballs} [Cuisine] {Asian} [Primary Ingredient] {Meatballs} [Flavor Profile] {Sweet and Sour} [Meal Type] {Lunch}
24059,[Dessert] {Custard} [Cuisine] {Sweet} [Primary Ingredient] {Raisins} [Flavor Profile] {Sweet and Spicy} [Meal Type] {Snack}
18448,"[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Vegetables} [Flavor Profile] {Creamy, savory} [Meal Type] {Lunch}"
7184,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Snack}
25198,"[Dish Type] Meatloaf [Cuisine] American [Primary Ingredient] Ground Beef [Flavor Profile] Savory, Sweet [Meal Type] Dinner"
15184,"[Dish Type] {Appetizer} [Cuisine] {Italian} [Primary Ingredient] {Mushrooms} [Flavor Profile] {Savory, Crispy} [Meal Type] {Snack}"
17136,[Dish Type] {Roast Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Sweet and Savory} [Meal Type] {Lunch}
21491,"[Dish Type] {Pasta Salad} [Cuisine] {American} [Primary Ingredient] {Pasta} [Flavor Profile] {Creamy, Savory, Fresh} [Meal Type] {Lunch, Snack}"
15155,[Dish Type] {Salsa} [Cuisine] {Mexican} [Primary Ingredient] {Tomato} [Flavor Profile] {Spicy} [Meal Type] {Appetizer}
16868,[Dish Type] {Pizza} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Lunch}
59671,"[Dish Type] {Grilled Asparagus} [Cuisine] {American} [Primary Ingredient] {Asparagus} [Flavor Profile] {Herby, Smoky} [Meal Type] {Appetizer}"
19422,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Lunch}
10118,[Dish Type] {Bakery} [Cuisine] {European} [Primary Ingredient] {Cookies} [Flavor Profile] {Sweet} [Meal Type] {Snack}
