asin,result
40480,[Dish Type] {Puree} [Cuisine] {American} [Primary Ingredient] {Sweet Potato} [Flavor Profile] {Savory} [Meal Type] {Side Dish}
16235,[Dish Type] {Chili} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
8683,[Dish Type] {Chicken Marsala} [Cuisine] {European} [Primary Ingredient] {Chicken} [Flavor Profile] {Rich and Savory} [Meal Type] {Dinner}
16881,[Dish Type] {Enchilada} [Cuisine] {Mexican} [Primary Ingredient] {Cheese} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
31519,[Dish Type] {Fries} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch/Dinner}
10938,[Dish Type] {Chocolate Bar} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
214992,[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch/Dinner}
18085,[Dish Type] {Potato Salad} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy and Tangy} [Meal Type] {Side Dish}
9450,[Dish Type] {Fried Chicken Nuggets} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Lunch/Dinner}
13112,[Dish Type] {Soup} [Cuisine] {European} [Primary Ingredient] {Asparagus} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
25665,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy and Savory} [Meal Type] {Lunch or Dinner}
18535,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
16610,[Dish Type] {Baked Pasta} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
8025,[Dish Type] {Brownie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
