596344	40480	5
5476172	16235	4
1314641	8683	5
538450	16881	5
1503591	31519	4
2558735	10938	5
4370451	214992	5
2423281	18085	4
933856	9450	5
1153011	13112	3
3439356	25665	5
2110812	18535	5
3541461	16610	4
1587602	8025	5
1460887	9857	5
3538009	44839	5
2078358	25354	5
1351672	10040	5
1253488	74037	5
2176075	6820	5
213044	79470	5
1939006	7542	5
603706	19009	5
592288	15063	5
4260747	13423	5
798789	21291	3
6985322	218929	5
3699538	70343	4
9244533	33385	5
1665717	49552	5
644962	23567	5
5713589	83557	5
2865817	43941	3
2713558	6905	4
9135195	73963	4
5048105	22137	5
1015064	22911	5
2993659	18351	4
1571538	23847	5
980605	16066	5
491408	21672	5
1861495	11758	5
615195	87434	4
2943979	191275	5
2298867	9661	5
2621648	16607	5
3119995	19541	4
494115	26472	4
8799	11814	4
2143147	8509	4
2873358	11966	5
541046	16845	5
4927997	83727	4
3926508	26284	5
5347257	25197	5
337668	24059	5
2129429	18448	4
1879218	7184	4
5515900	25198	4
481224	15184	5
1410880	17136	4
1808025	21491	4
1484353	15155	5
5983684	16868	3
9390950	59671	3
672835	19422	5
638185	10118	5
2881231	111924	5
1153011	45784	4
1051602	46908	5
3651623	14759	5
502486	214079	4
2034143	15360	4
595039	27072	4
3476266	44868	5
436173	40180	5
820260	54675	4
2041465	11998	4
9769881	19538	5
3297615	25832	5
1913173	54496	4
4407393	15591	4
1698634	14169	5
2191253	26780	5
17479205	10687	5
2629340	26819	5
3564037	25483	4
2226652	25037	5
1204829	12997	1
1393332	69792	4
798097	17690	5
1199915	12733	5
263147	13914	2
1466505	59671	3
441728	8654	4
5035078	13161	5
1260821	152120	5
630835	8626	5
2338944	41729	5
2676227	220884	5
3765311	214498	4
1633352	65896	5
2432861	90044	4
1162744	52461	5
615527	24329	5
1478623	69792	5
2061951	11798	5
3114510	32150	5
1308650	44742	5
2037131	213469	5
4778203	42264	5
1375256	14985	5
629344	20935	1
645386	14704	5
900475	25710	5
204509	25445	5
1554306	21475	5
3216543	90497	5
1027697	17933	5
1100352	11991	5
1982027	47439	5
2459596	10549	5
885332	49014	4
12439533	16723	4
735549	6788	5
1897802	22390	3
3956468	11587	5
451382	29991	5
3723318	230132	5
2593296	81298	5
2443130	26819	5
335404	23920	3
2286875	7245	4
2028572	11887	5
1587117	13137	4
3173259	61024	5
2652319	103535	5
6476442	215435	5
4792310	216021	2
2396949	14646	4
3770534	16694	5
292433	21390	5
4021915	11966	4
640620	13660	5
2289808	16383	5
1361621	11423	5
3182010	70163	4
1384277	165190	4
3234923	14725	1
1547412	50849	5
2718781	8626	5
17574660	109190	5
797170	74157	4
1013798	77154	4
871600	222582	4
2798486	18809	5
4638150	77178	5
2206159	23439	5
2478636	50644	5
1873942	102159	5
564862	7065	4
1090421	8130	5
1780542	54202	3
74609	42911	4
223404	25967	5
2182822	14693	5
734945	14814	5
11473895	39455	4
2772033	8686	5
5611857	8669	3
641446	14316	4
10897	11727	5
151618	10687	5
2514774	19591	4
182790	17848	5
6456152	127491	5
1463149	23040	5
3959879	15427	5
4070557	22724	5
777311	86687	3
