asin,result
B09BC2LJJD,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Healing Ointment}, [Material] {Cream}, [Usage Context] {Home}"
B09TCKKDFC,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Clothing}, [Material] {Fabric}, [Usage Context] {Bedding}"
B00AGJFNCA,"[Category] {Baby Products}, [Age Group] {Child}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Vehicle}"
B01416HEHA,"[Category] {Sleeping}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B07TSG87YD,"[Category] {Diapers}, [Age Group] {Baby}, [Purpose] {Hygiene}, [Material] {Absorbent}, [Usage Context] {Home}"
B0C4N1Q324,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Home}"
B012KUCR30,"[Category] {Teether}, [Age Group] {Infant}, [Purpose] {Sensory}, [Material] {Silicone}, [Usage Context] {Home}"
B0787J6R3J,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Fabric}, [Usage Context] {Home}"
B01MDR7DHR,"[Category] {Sippy Cups}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B0144A6BYA,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Medication}, [Material] {Plastic}, [Usage Context] {Home}"
B07K7VH3KS,"[Category] {Safety}, [Age Group] {Baby}, [Purpose] {Barrier}, [Material] {Metal}, [Usage Context] {Home}"
B09GMYTL3F,"[Category] {Child Car Seat}, [Age Group] {Child}, [Purpose] {Safety}, [Material] {Plastic, Fabric}, [Usage Context] {Travel}"
B09NB7M1C7,"[Category] {Bedding}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Sleeping}"
B08WVG8HN2,"[Category] {Sleeping}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B08ZKKHH7S,"[Category] {Baby Bibs}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0BK78NVVS,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Dusting}, [Material] {Powder}, [Usage Context] {Home}"
B0BXTNL2NY,"[Category] {Personal Care}, [Age Group] {Baby}, [Purpose] {Shampoo}, [Material] {Plastic}, [Usage Context] {Home}"
B01M01N48V,"[Category] {Baby Monitor}, [Age Group] {Infant}, [Purpose] {Monitoring}, [Material] {Plastic}, [Usage Context] {Home}"
B07CJHG87L,"[Category] {Baby Camera}, [Age Group] {Infant}, [Purpose] {Security}, [Material] {Plastic}, [Usage Context] {Home}"
B08VX4FGCL,"[Category] {Stroller}, [Age Group] {Baby}, [Purpose] {Mobility}, [Material] {Metal}, [Usage Context] {Outdoor}"
B00A0ID90A,"[Category] {Toileting}, [Age Group] {Toddler}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B0BW5KRPSX,"[Category] {Homeopathic Medicine}, [Age Group] {Infant}, [Purpose] {Teething Relief}, [Material] {Plastic}, [Usage Context] {Home}"
B07CR1MJ29,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B07XLWMXCS,"[Category] {Diapers}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Fabric}, [Usage Context] {Home}"
B0C66LKVB9,"[Category] {Baby Bottle}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Silicone}, [Usage Context] {Home}"
B0B6JS97TT,"[Category] {Baby Toys}, [Age Group] {Infant}, [Purpose] {Entertainment}, [Material] {Plush Fabric}, [Usage Context] {Bedroom}"
B005OOXRHK,"[Category] {Clothing}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Sleeping}"
B071JVXQSV,"[Category] {Sleepwear}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Fleece}, [Usage Context] {Bedtime}"
B0BW8LFC6V,"[Category] {Personal Care}, [Age Group] {Newborn}, [Purpose] {Lotion}, [Material] {Plastic}, [Usage Context] {Home}"
B07GBTFRQZ,"[Category] {Baby Storage}, [Age Group] {Toddler}, [Purpose] {Organizing}, [Material] {Fabric}, [Usage Context] {Home}"
B00F18FN8U,"[Category] {Bedding}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Fabric}, [Usage Context] {Sleeping}"
B01M0IGQN2,"[Category] {Baby Accessories}, [Age Group] {Infant}, [Purpose] {Fashion}, [Material] {Fabric}, [Usage Context] {Play}"
B07G74YSQ1,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Fabric}, [Usage Context] {Home}"
B075XQ2XYV,"[Category] {Safety Gate}, [Age Group] {Infant}, [Purpose] {Child Safety}, [Material] {Wood and Mesh}, [Usage Context] {Home}"
B08CVV5L52,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Personalization}, [Material] {Fabric}, [Usage Context] {Home}"
B0BPM6K75C,"[Category] {Baby Utensil}, [Age Group] {Infant}, [Purpose] {Cleaning}, [Material] {Silicone}, [Usage Context] {Home}"
B0BFJZHQ1Z,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Skin Care}, [Material] {Cream}, [Usage Context] {Diaper Rash Treatment}"
