asin,result
B09BC2LJJD,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Healing}, [Material] {Shea Butter}, [Usage Context] {Skin Care}"
B09TCKKDFC,"[Category] {Baby Bedding}, [Age Group] {Newborn}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B00AGJFNCA,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Car}"
B01416HEHA,"[Category] {Sleepwear}, [Age Group] {Newborn}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Bedtime}"
B07TSG87YD,"[Category] Diapers, [Age Group] 5, [Purpose] Protection, [Material] Cotton, [Usage Context] Baby Care"
B0C4N1Q324,"[Category] Baby Products, [Age Group] 0+, [Purpose] Organization, [Material] Plastic, [Usage Context] Travel"
B012KUCR30,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Teething}, [Material] {Silicone}, [Usage Context] {Baby Care}"
B0787J6R3J,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Accessories}, [Material] {Polyester}, [Usage Context] {Travel}"
B01MDR7DHR,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Glass}, [Usage Context] {Home}"
B0144A6BYA,"[Category] {Health & Safety}, [Age Group] {Infant}, [Purpose] {Medication Management}, [Material] {Plastic}, [Usage Context] {Home}"
B07K7VH3KS,"[Category] {Baby Safety}, [Age Group] {Newborns}, [Purpose] {Safety}, [Material] {Metal}, [Usage Context] {Household}"
B09GMYTL3F,"[Category] Car Seat, [Age Group] Infant/Toddler, [Purpose] Safety, [Material] Plastic/Textile, [Usage Context] Vehicle"
B09NB7M1C7,"[Category] {Baby Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B08WVG8HN2,"[Category] Sleepwear, [Age Group] Infant, [Purpose] Sleeping, [Material] Cotton, [Usage Context] Nursery"
B08ZKKHH7S,"[Category] {Baby Wipes}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0BK78NVVS,"[Burts Bees Baby Dusting Powder], [Infant], [Hygiene], [Talc-Free], [Baby Care]"
B0BXTNL2NY,"[Burts Bees Baby Shampoo & Wash], [Baby], [Hygiene], [Natural], [Bath Time]"
B01M01N48V,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Monitoring}, [Material] {Plastic}, [Usage Context] {Home}"
B07CJHG87L,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Monitoring}, [Material] {Plastic}, [Usage Context] {Home}"
B08VX4FGCL,"[Category] Strollers, [Age Group] Infant, [Purpose] Transport, [Material] Plastic, [Usage Context] Outdoor"
B00A0ID90A,"[Category] {Toiletries}, [Age Group] {Toddler}, [Purpose] {Potty Training}, [Material] {Plastic}, [Usage Context] {Bathroom}"
B0BW5KRPSX,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Teething Relief}, [Material] {Liquid}, [Usage Context] {At Home}"
B07CR1MJ29,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B07XLWMXCS,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Nylon}, [Usage Context] {Car Seat}"
B0C66LKVB9,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Nursing}, [Material] {Silicone}, [Usage Context] {Home}"
B0B6JS97TT,"[Category] {Toys}, [Age Group] {Baby}, [Purpose] {Entertainment}, [Material] {Plush}, [Usage Context] {Playtime}"
B005OOXRHK,"[Category] {Baby Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B071JVXQSV,"[Category] Sleepwear, [Age Group] Infant, [Purpose] Sleeping, [Material] Cotton, [Usage Context] Nursery"
B0BW8LFC6V,"[Category] {Baby Care}, [Age Group] {Newborn}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Bath Time}"
B07GBTFRQZ,"[Category] {Storage}, [Age Group] {Baby}, [Purpose] {Organization}, [Material] {Fabric}, [Usage Context] {Nursery}"
B00F18FN8U,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Foam}, [Usage Context] {Bedding}"
B01M0IGQN2,"[Category] {Accessories}, [Age Group] {Toddler}, [Purpose] {Decoration}, [Material] {Fabric}, [Usage Context] {Playtime}"
B07G74YSQ1,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Wipe Clean}, [Material] {Plastic}, [Usage Context] {Bathroom}"
