asin,result
B09BC2LJJD,"[Category] {Skincare}, [Age Group] {Infant}, [Purpose] {Healing}, [Material] {Jelly}, [Usage Context] {Home}"
B09TCKKDFC,"[Category] {Bedding}, [Age Group] {Newborn to Toddler}, [Purpose] {Sleep}, [Material] {Cotton}, [Usage Context] {Home}"
B00AGJFNCA,"[Category] {Safety}, [Age Group] {Child}, [Purpose] {Seatbelt Monitoring}, [Material] {Plastic}, [Usage Context] {Vehicle}"
B01416HEHA,"[Category] {Sleepwear}, [Age Group] {Newborn to Toddler}, [Purpose] {Comfort and Safety}, [Material] {Cotton}, [Usage Context] {Home}"
B07TSG87YD,"[Category] {Diapers}, [Age Group] {Toddler}, [Purpose] {Absorbency}, [Material] {Polyethylene}, [Usage Context] {Home}"
B0C4N1Q324,"[Category] {Accessories}, [Age Group] {0+}, [Purpose] {Organization}, [Material] {Plastic}, [Usage Context] {Travel}"
B012KUCR30,"[Category] {Teether}, [Age Group] {0-12 Months}, [Purpose] {Gum Relief}, [Material] {Silicone}, [Usage Context] {Home}"
B0787J6R3J,"[Category] {Sleeping}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Home}"
B01MDR7DHR,"[Category] {Feeding}, [Age Group] {Toddler}, [Purpose] {Sipping}, [Material] {Plastic}, [Usage Context] {Home}"
B0144A6BYA,"[Category] {Medical Care}, [Age Group] {Infant}, [Purpose] {Medication Administration}, [Material] {Plastic}, [Usage Context] {Home}"
B07K7VH3KS,"[Category] {Safety}, [Age Group] {Toddler}, [Purpose] {Barrier}, [Material] {Metal}, [Usage Context] {Home}"
B09GMYTL3F,"[Category] {Car Seat}, [Age Group] {Toddler}, [Purpose] {Safety}, [Material] {Fabric}, [Usage Context] {Vehicle}"
B09NB7M1C7,"[Category] {Sleeping}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Home}"
B08WVG8HN2,"[Category] {Sleepwear}, [Age Group] {Newborn to 6 months}, [Purpose] {Safe Sleep}, [Material] {Cotton}, [Usage Context] {Home}"
B08ZKKHH7S,"[Category] {Baby Bib}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Cotton}, [Usage Context] {Home}"
B0BK78NVVS,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Dusting}, [Material] {Powder}, [Usage Context] {Home}"
B0BXTNL2NY,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B01M01N48V,"[Category] {Monitoring}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Home}"
B07CJHG87L,"[Category] {Monitoring}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Home}"
B08VX4FGCL,"[Category] {Stroller}, [Age Group] {Infant}, [Purpose] {Transport}, [Material] {Fabric, Metal}, [Usage Context] {Outdoor}"
B00A0ID90A,"[Category] {Toilet Training}, [Age Group] {Toddler}, [Purpose] {Potty Use}, [Material] {Plastic}, [Usage Context] {Home}"
B0BW5KRPSX,"[Category] {Teething Relief}, [Age Group] {Infant}, [Purpose] {Pain Relief}, [Material] {Liquid Dose}, [Usage Context] {Home}"
B07CR1MJ29,"[Category] {Feeding}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Silicone}, [Usage Context] {Home}"
B07XLWMXCS,"[Category] {Diaper Bag Accessory}, [Age Group] {Newborn to Toddler}, [Purpose] {Storage}, [Material] {Nylon}, [Usage Context] {Travel}"
B0C66LKVB9,"[Category] {Nipple}, [Age Group] {Newborn to 6 months}, [Purpose] {Feeding}, [Material] {Glass}, [Usage Context] {Home}"
B0B6JS97TT,"[Category] {Toys}, [Age Group] {Toddler}, [Purpose] {Entertainment}, [Material] {Plush}, [Usage Context] {Bedtime}"
B005OOXRHK,"[Category] {Bathing}, [Age Group] {Newborn}, [Purpose] {Protection}, [Material] {Cotton}, [Usage Context] {Home}"
B071JVXQSV,"[Category] {Sleepwear}, [Age Group] {Newborn to Toddler}, [Purpose] {Sleep Safety}, [Material] {Fleece}, [Usage Context] {Home}"
B0BW8LFC6V,"[Category] {Skincare}, [Age Group] {Newborn}, [Purpose] {Moisturizing}, [Material] {Plastic}, [Usage Context] {Home}"
B07GBTFRQZ,"[Category] {Storage}, [Age Group] {Toddler}, [Purpose] {Organization}, [Material] {Fabric}, [Usage Context] {Bedroom}"
B00F18FN8U,"[Category] {Sleeping}, [Age Group] {Newborn to Toddler}, [Purpose] {Comfort and Safety}, [Material] {Foam}, [Usage Context] {Baby’s Room}"
B01M0IGQN2,"[Category] {Craft Kit}, [Age Group] {Toddler}, [Purpose] {Creative Play}, [Material] {Fabric, Foam, Elastic}, [Usage Context] {Home}"
